id,name
114,Sherilyn Fenn
115,Ralph Fiennes
116,Colin Firth
117,Harrison Ford
118,Jodie Foster
119,Michael J. Fox
120,Morgan Freeman
121,Richard Gere
122,Gina Gershon
123,Mel Gibson
124,Whoopi Goldberg
125,Jeff Goldblum
126,Linda Hamilton
127,Tom Hanks
128,Teri Hatcher
129,Ethan Hawke
130,Salma Hayek
131,Anne Heche
132,Dustin Hoffman
133,Anthony Hopkins
134,Ron Howard
135,Helen Hunt
136,Elizabeth Hurley
137,Samuel L. Jackson
138,Tommy Lee Jones
139,Milla Jovovich
140,Ashley Judd
141,Harvey Keitel
142,Nicole Kidman
143,Val Kilmer
144,Stephen King
145,Nastassja Kinski
146,Kevin Kline
147,Diane Lane
148,Jude Law
149,David Lean
150,Heather Locklear
151,Jennifer Lopez
152,Traci Lords
153,George Lucas
154,Dolph Lundgren
155,David Lynch
156,Madonna
157,Steve Martin
158,Jenny McCarthy
159,Matthew McConaughey
160,Ewan McGregor
161,Alyssa Milano
162,Demi Moore
163,Julianne Moore
164,Bill Murray
165,Mike Myers
166,Jack Nicholson
167,Gary Oldman
168,Al Pacino
169,Bill Paxton
170,Michelle Pfeiffer
171,Ryan Phillippe
172,River Phoenix
173,Natalie Portman
174,Parker Posey
175,Keanu Reeves
176,Christina Ricci
177,Molly Ringwald
178,Tim Robbins
179,Julia Roberts
180,Mimi Rogers
181,Meg Ryan
182,Winona Ryder
183,Mia Sara
184,Susan Sarandon
185,Arnold Schwarzenegger
186,Martin Scorsese
187,Kristin Scott Thomas
188,Steven Seagal
189,Joan Severance
190,Charlie Sheen
191,Brooke Shields
192,Elisabeth Shue
193,Alicia Silverstone
194,Christian Slater
195,Will Smith
196,Mira Sorvino
197,Kevin Spacey
198,Steven Spielberg
199,Sylvester Stallone
200,Oliver Stone
201,Sharon Stone
202,Quentin Tarantino
203,Charlize Theron
204,Uma Thurman
205,Jennifer Tilly
206,John Travolta
207,Shannon Tweed
208,Liv Tyler
209,Skeet Ulrich
210,Jean-Claude Van Damme
211,Mark Wahlberg
212,Denzel Washington
213,Sigourney Weaver
214,Robin Williams
215,Bruce Willis
216,John Woo
217,James Woods
218,Renée Zellweger
219,Isabelle Adjani
220,Ben Affleck
221,Jenny Agutter
222,Alan Alda
223,Stephanie Zimbalist
224,Joan Allen
225,Karen Allen
226,Nancy Allen
227,Kirstie Alley
228,Pedro Almodóvar
229,Robert Altman
230,Ursula Andress
231,Julie Andrews
232,Ann-Margret
233,Jean-Jacques Annaud
234,Gabrielle Anwar
235,Anne Archer
236,Fanny Ardant
237,Alan Arkin
238,David Arquette
239,Rosanna Arquette
240,Sean Astin
241,Richard Attenborough
242,Pernilla August
243,Hank Azaria
244,Catherine Bach
245,Scott Baio
246,Scott Bairstow
247,Brenda Bakke
248,Adam Baldwin
249,Alec Baldwin
250,Stephen Baldwin
251,William Baldwin
252,Christian Bale
253,Ellen Barkin
254,John Barry
255,Angela Bassett
256,Sean Bean
257,Amanda Bearse
258,Kate Beckinsale
259,Robert Beltran
260,Tom Berenger
261,Candice Bergen
262,Michael Biehn
263,Juliette Binoche
264,Thora Birch
265,Jacqueline Bisset
266,Honor Blackman
267,Linda Blair
268,Helena Bonham Carter
269,Ernest Borgnine
270,David Bowie
271,Bruce Boxleitner
272,Amy Brenneman
273,Jeff Bridges
274,Charles Bronson
275,Mel Brooks
276,Clancy Brown
277,Tim Burton
278,Yancy Butler
279,Gabriel Byrne
280,Emmanuelle Béart
281,Michael Caine
282,Barbara Carrera
283,David Caruso
284,Kim Cattrall
285,Lacey Chabert
286,Richard Chamberlain
287,Jackie Chan
288,Stockard Channing
289,Chevy Chase
290,Don Cheadle
291,Cher
292,Yun-Fat Chow
293,Glenn Close
294,James Coburn
295,Rachael Leigh Cook
296,Francis Ford Coppola
297,Roger Corman
298,Cindy Crawford
299,Michael Crichton
300,James Cromwell
301,David Cronenberg
302,Denise Crosby
303,Billy Crystal
304,Macaulay Culkin
305,Tim Curry
306,Tony Curtis
307,Joan Cusack
308,Beverly D'Angelo
309,Donna D'Errico
310,Vincent D'Onofrio
311,Willem Dafoe
312,Matt Damon
313,Anthony Daniels
314,Sybil Danning
315,Lolita Davidovich
316,Daniel Day-Lewis
317,Rebecca De Mornay
318,Brian De Palma
319,Danny DeVito
320,Loren Dean
321,Sandra Dee
322,Julie Delpy
323,Catherine Deneuve
324,Gérard Depardieu
325,Laura Dern
326,Matt Dillon
327,Walt Disney
328,Amanda Donohoe
329,Michael Dorn
330,Brad Dourif
331,Robert Downey Jr.
332,Fran Drescher
333,Richard Dreyfuss
334,Minnie Driver
335,Kirsten Dunst
336,Robert Duvall
337,Anthony Edwards
338,Atom Egoyan
339,Jennifer Ehle
340,Danny Elfman
341,Sam Elliott
342,Roland Emmerich
343,Robert Englund
344,R. Lee Ermey
345,Emilio Estevez
346,Joe Eszterhas
347,Rupert Everett
348,Morgan Fairchild
349,Peter Falk
350,Chris Farley
351,Terry Farrell
352,Farrah Fawcett
353,Corey Feldman
354,Sally Field
355,David Fincher
356,Linda Fiorentino
357,Laurence Fishburne
358,Carrie Fisher
359,Bridget Fonda
360,Jane Fonda
361,Michelle Forbes
362,Vivica A. Fox
363,Jonathan Frakes
364,Brendan Fraser
365,Stephen Fry
366,Edward Furlong
367,Andy Garcia
368,Janeane Garofalo
369,Teri Garr
370,Jami Gertz
371,Terry Gilliam
372,Crispin Glover
373,Danny Glover
374,Jean-Luc Godard
375,Valeria Golino
376,Cuba Gooding Jr.
377,John Goodman
378,Hugh Grant
379,Jennifer Grey
380,Pam Grier
381,Melanie Griffith
382,Steve Guttenberg
383,Taylor Hackford
384,Gene Hackman
385,Corey Haim
386,Mark Hamill
387,Daryl Hannah
388,Curtis Hanson
389,Woody Harrelson
390,Ed Harris
391,Neil Patrick Harris
392,Noah Hathaway
393,Rutger Hauer
394,Goldie Hawn
395,Glenne Headly
396,Dan Hedaya
397,Mariel Hemingway
398,Marilu Henner
399,Lance Henriksen
400,Natasha Henstridge
401,Philip Seymour Hoffman
402,Gaby Hoffmann
403,Lauren Holly
404,Ian Holm
405,Dennis Hopper
406,John Hughes
407,Holly Hunter
408,John Hurt
409,William Hurt
410,Timothy Hutton
411,Jeremy Irons
412,Michael Ironside
413,Kate Jackson
414,Famke Janssen
415,Jim Jarmusch
416,Ron Jeremy
417,Jean-Pierre Jeunet
418,Don Johnson
419,Lynn-Holly Johnson
420,James Earl Jones
421,Jeffrey Jones
422,Raul Julia
423,Boris Karloff
424,Diane Keaton
425,Michael Keaton
426,Patsy Kensit
427,Sally Kirkland
428,Mia Kirshner
429,Tawny Kitaen
430,Walter Koenig
431,Elias Koteas
432,Alice Krige
433,Sylvia Kristel
434,Christopher Lambert
435,John Landis
436,Fritz Lang
437,Heather Langenkamp
438,Ang Lee
439,Brandon Lee
440,Christopher Lee
441,Spike Lee
442,John Leguizamo
443,Jennifer Jason Leigh
444,Jack Lemmon
445,Robert Sean Leonard
446,Téa Leoni
447,Juliette Lewis
448,Jennifer Lien
449,Matthew Lillard
450,Bai Ling
451,Richard Linklater
452,Ray Liotta
453,Christopher Lloyd
454,Emily Lloyd
455,Amy Locane
456,Nia Long
457,Julia Louis-Dreyfus
458,Rob Lowe
459,Carey Lowell
460,Andie MacDowell
461,Shirley MacLaine
462,Elle Macpherson
463,William H. Macy
464,Michael Madsen
465,Virginia Madsen
466,Lee Majors
467,Terrence Malick
468,John Malkovich
469,David Mamet
470,Michael Mann
471,Sophie Marceau
472,Vanessa Marcil
473,Julianna Margulies
474,Mary Stuart Masterson
475,Heather Matarazzo
476,Samantha Mathis
477,Walter Matthau
478,Mathilda May
479,Debi Mazar
480,Andrew McCarthy
481,Frances McDormand
482,Malcolm McDowell
483,Gates McFadden
484,Kelly McGillis
485,Rose McGowan
486,Robert Duncan McNeill
487,Steve McQueen
488,Colm Meaney
489,Dina Meyer
490,Bette Midler
491,Penelope Ann Miller
492,Helen Mirren
493,Matthew Modine
494,Alfred Molina
495,Elizabeth Montgomery
496,Roger Moore
497,Kate Mulgrew
498,Dermot Mulroney
499,Eddie Murphy
500,Liam Neeson
501,Sam Neill
502,Judd Nelson
503,Olivia Newton-John
504,Brigitte Nielsen
505,Leslie Nielsen
506,Leonard Nimoy
507,Nick Nolte
508,Jeremy Northam
509,Chris O'Donnell
510,Peter O'Toole
511,Lena Olin
512,Julia Ormond
513,Frank Oz
514,Gwyneth Paltrow
515,Alan Parker
516,Mary-Louise Parker
517,Sarah Jessica Parker
518,Dolly Parton
519,Jason Patric
520,Alexandra Paul
521,Sean Penn
522,George Peppard
523,Anthony Perkins
524,Ron Perlman
525,Luke Perry
526,Joe Pesci
527,Wolfgang Petersen
528,Robert Picardo
529,Jada Pinkett Smith
530,Donald Pleasence
531,Martha Plimpton
532,Eve Plumb
533,Roman Polanski
534,Pete Postlethwaite
535,Kelly Preston
536,Jason Priestley
537,Victoria Principal
538,Jonathan Pryce
539,Bill Pullman
540,Dennis Quaid
541,Kathleen Quinlan
542,Sam Raimi
543,Harold Ramis
544,Robert Redford
545,Vanessa Redgrave
546,John C. Reilly
547,Brad Renfro
548,Jean Reno
549,Paul Reubens
550,Burt Reynolds
551,Ving Rhames
552,Giovanni Ribisi
553,Ariana Richards
554,Denise Richards
555,Joely Richardson
556,Alan Rickman
557,John Ritter
558,Eric Roberts
559,Tanya Roberts
560,Isabella Rossellini
561,Tim Roth
562,Mickey Rourke
563,Kurt Russell
564,Theresa Russell
565,Rene Russo
566,Laura San Giacomo
567,Fred Savage
568,John Sayles
569,Greta Scacchi
570,Johnathon Schaech
571,Claudia Schiffer
572,Liev Schreiber
573,Ridley Scott
574,Jerry Seinfeld
575,Tom Selleck
576,Peter Sellers
577,Tupac Shakur
578,William Shatner
579,Ally Sheedy
580,Martin Sheen
581,Gary Sinise
582,Marina Sirtis
583,Tom Skerritt
584,Helen Slater
585,Anna Nicole Smith
586,Jaclyn Smith
587,Wesley Snipes
588,Paul Sorvino
589,Talisa Soto
590,Sissy Spacek
591,James Spader
592,Brent Spiner
593,Terence Stamp
594,Eric Stoltz
595,Madeleine Stowe
596,David Strathairn
597,Meryl Streep
598,Barbra Streisand
599,Donald Sutherland
600,Kiefer Sutherland
601,Dominique Swain
602,Patrick Swayze
603,D.B. Sweeney
604,Lili Taylor
605,David Thewlis
606,Emma Thompson
607,Fred Dalton Thompson
608,Lea Thompson
609,Billy Bob Thornton
610,Meg Tilly
611,Marisa Tomei
612,Tamlyn Tomita
613,Jeanne Tripplehorn
614,Chris Tucker
615,Robin Tunney
616,Kathleen Turner
617,Deborah Kara Unger
618,Casper Van Dien
619,Vince Vaughn
620,Paul Verhoeven
621,Gore Vidal
622,Nana Visitor
623,Jon Voight
624,Christopher Walken
625,J.T. Walsh
626,Sela Ward
627,Julie Warner
628,Lesley Ann Warren
629,John Waters
630,Teri Weigel
631,Peter Weller
632,Wim Wenders
633,Joanne Whalley
634,Wil Wheaton
635,Billy Wilder
636,Gene Wilder
637,Michael Wincott
638,Debra Winger
639,Kate Winslet
640,Reese Witherspoon
641,BD Wong
642,Elijah Wood
643,Robin Wright
644,Michelle Yeoh
645,Sean Young
646,Billy Zane
647,Robert Zemeckis
648,Rick Baker
649,Willie Aames
650,Caroline Aaron
651,Paula Abdul
652,Kareem Abdul-Jabbar
653,Ian Abercrombie
654,F. Murray Abraham
655,Jim Abrahams
656,Victoria Abril
657,Joss Ackland
658,Deborah Adair
659,Brooke Adams
660,Joey Lauren Adams
661,Maud Adams
662,Percy Adlon
663,Casey Affleck
664,John Agar
665,Danny Aiello
666,Anouk Aimée
667,Eddie Albert
668,Robert Aldrich
669,Jane Alexander
670,Muhammad Ali
671,Debbie Allen
672,Tim Allen
673,Maria Conchita Alonso
674,Carol Alt
675,Trini Alvarado
676,Don Ameche
677,Leon Ames
678,Mädchen Amick
679,Jon Amiel
680,Suzy Amis
681,Judith Anderson
682,Kevin Anderson
683,Lindsay Anderson
684,Loni Anderson
685,Melissa Sue Anderson
686,Melody Anderson
687,Paul Thomas Anderson
688,Richard Dean Anderson
689,Bibi Andersson
690,Dana Andrews
691,André the Giant
692,Jean-Hugues Anglade
693,Susan Anspach
694,David Anspaugh
695,Lysette Anthony
696,Laura Antonelli
697,Christina Applegate
698,Michael Apted
699,Gregg Araki
700,Alfonso Arau
701,Denys Arcand
702,Asia Argento
703,Dario Argento
704,Pedro Armendáriz
705,George Armitage
706,Bess Armstrong
707,Gillian Armstrong
708,Desi Arnaz
709,Tom Arnold
710,Alexis Arquette
711,Dana Ashbrook
712,Hal Ashby
713,Linden Ashby
714,Edward Asner
715,Armand Assante
716,Olivier Assayas
717,Christopher Atkins
718,Stéphane Audran
719,Claudine Auger
720,Bille August
721,Daniel Auteuil
722,Frankie Avalon
723,Roger Avary
724,Mili Avital
725,Jon Avnet
726,Shabana Azmi
727,Barbara Bach
728,Burt Bacharach
729,Amitabh Bachchan
730,Jim Backus
731,John Badham
732,Mary Badham
733,Jane Badler
734,Maxine Bahns
735,Barbara Bain
736,Stuart Baird
737,Oksana Baiul
738,Diane Baker
739,Joe Don Baker
740,Kathy Baker
741,Ralph Bakshi
742,Scott Bakula
743,Bob Balaban
744,Daniel Baldwin
745,Lucille Ball
746,Martin Balsam
747,Anne Bancroft
748,Ian Bannen
749,Olivia Barash
750,Javier Bardem
751,Clive Barker
752,Jean-Marc Barr
753,Bruno Barreto
754,Majel Barrett
755,Raymond J. Barry
756,Robin Bartlett
757,Billy Barty
758,Mikhail Baryshnikov
759,Richard Basehart
760,Jason Bateman
761,Justine Bateman
762,Alan Bates
763,Kathy Bates
764,Randall Batinkoff
765,Patrick Bauchau
766,Belinda Bauer
767,Steven Bauer
768,Noah Baumbach
769,Meredith Baxter
770,Michael Bay
771,Nathalie Baye
772,Jennifer Beals
773,Ned Beatty
774,Warren Beatty
775,Harold Becker
776,Bonnie Bedelia
777,Noah Beery Jr.
778,Jason Beghe
779,Ed Begley Jr.
780,Harry Belafonte
781,Ralph Bellamy
782,Kathleen Beller
783,Monica Bellucci
784,Pamela Bellwood
785,Jean-Paul Belmondo
786,James Belushi
787,Brian Benben
788,Roberto Benigni
789,Annette Bening
790,Richard Benjamin
791,David Bennent
792,Joan Bennett
793,Nigel Bennett
794,Robby Benson
795,Robert Benton
796,Bruce Beresford
797,Peter Berg
798,Polly Bergen
799,Helmut Berger
800,Senta Berger
801,Patrick Bergin
802,Andrew Bergman
803,Elizabeth Berkley
804,Steven Berkoff
805,Milton Berle
806,Sandra Bernhard
807,Corbin Bernsen
808,Elmer Bernstein
809,Halle Berry
810,Valerie Bertinelli
811,Bernardo Bertolucci
812,Bibi Besch
813,Martine Beswick
814,Richard Beymer
815,Daniela Bianchi
816,Bigas Luna
817,Kathryn Bigelow
818,Traci Bingham
819,Antonia Bird
820,Jane Birkin
821,Karen Black
822,Shane Black
823,Cate Blanchett
824,Brenda Blethyn
825,Hart Bochner
826,Peter Bogdanovich
827,Jon Bon Jovi
828,Lisa Bonet
829,Jan de Bont
830,John Boorman
831,Powers Boothe
832,Barry Bostwick
833,Timothy Bottoms
834,Carole Bouquet
835,Stephen Boyd
836,Charles Boyer
837,Danny Boyle
838,Lorraine Bracco
839,Eric Braeden
840,Sonia Braga
841,Lillo Brancato
842,Nicoletta Braschi
843,Benjamin Bratt
844,Walter Brennan
845,Martin Brest
846,Beau Bridges
847,Lloyd Bridges
848,Wilford Brimley
849,Jim Broadbent
850,James Brolin
851,Josh Brolin
852,Albert Brooks
853,Avery Brooks
854,James L. Brooks
855,Bryan Brown
856,Jim Brown
857,Jerry Bruckheimer
858,Yul Brynner
859,Betty Buckley
860,Geneviève Bujold
861,Carol Burnett
862,Raymond Burr
863,Ellen Burstyn
864,LeVar Burton
865,Gary Busey
866,Jake Busey
867,Red Buttons
868,James Caan
869,Dean Cain
870,Simon Callow
871,Billy Campbell
872,Jane Campion
873,John Candy
874,Dyan Cannon
875,Kate Capshaw
876,Capucine
877,Irene Cara
878,Claudia Cardinale
879,Mariah Carey
880,Robert Carlyle
881,David Carradine
882,John Carradine
883,Keith Carradine
884,Robert Carradine
885,Katrin Cartlidge
886,Veronica Cartwright
887,Dana Carvey
888,John Cassavetes
889,Nick Cassavetes
890,Seymour Cassel
891,Joanna Cassidy
892,Shaun Cassidy
893,Maxwell Caulfield
894,Jim Caviezel
895,John Cazale
896,Claude Chabrol
897,Ben Chaplin
898,Geraldine Chaplin
899,Graham Chapman
900,Josh Charles
901,David Charvet
902,Joan Chen
903,Maggie Cheung
904,Lois Chiles
905,Anna Chlumsky
906,Rae Dawn Chong
907,Tommy Chong
908,Julie Christie
909,Michael Cimino
910,Andrew Dice Clay
911,Jill Clayburgh
912,Montgomery Clift
913,Bill Clinton
914,Kurt Cobain
915,Ethan Coen
916,Joel Coen
917,Dabney Coleman
918,Toni Collette
919,Joan Collins
920,Robbie Coltrane
921,Chris Columbus
922,Holly Marie Combs
923,Jeffrey Combs
924,Jeff Conaway
925,Jason Connery
926,Harry Connick Jr.
927,Robert Conrad
928,Jackie Coogan
929,Sofia Coppola
930,Bud Cort
931,Bill Cosby
932,Annie Costner
933,Joseph Cotten
934,Courteney Cox
935,Ronny Cox
936,Peter Coyote
937,Joan Crawford
938,Richard Crenna
939,Bing Crosby
940,Scatman Crothers
941,Lindsay Crouse
942,Cameron Crowe
943,Billy Crudup
944,Jon Cryer
945,Ice Cube
946,Kieran Culkin
947,Alan Cumming
948,Lee Curreri
949,Peter Cushing
950,Henry Czerny
951,Patti D'Arbanville
952,Mark Dacascos
953,John Dahl
954,Béatrice Dalle
955,Timothy Dalton
956,Charles Dance
957,Rodney Dangerfield
958,Jeff Daniels
959,Blythe Danner
960,Ted Danson
961,Joe Dante
962,Tony Danza
963,Frank Darabont
964,Stacey Dash
965,Robert Davi
966,Jaye Davidson
967,Embeth Davidtz
968,Jeremy Davies
969,Andrew Davis
970,Brad Davis
971,Judy Davis
972,Ossie Davis
973,Warwick Davis
974,Bruce Davison
975,Pam Dawber
976,Yvonne De Carlo
977,Ellen DeGeneres
978,Dom DeLuise
979,Benicio Del Toro
980,Kim Delaney
981,Dana Delany
982,Alain Delon
983,Jonathan Demme
984,Ted Demme
985,Patrick Dempsey
986,Judi Dench
987,Brian Dennehy
988,Bob Denver
989,John Derek
990,Bruce Dern
991,William Devane
992,Susan Dey
993,Tom DiCillo
994,Angie Dickinson
995,Kevin Dillon
996,Céline Dion
997,Divine
998,Donna Dixon
999,Shannen Doherty
1000,Troy Donahue
1001,Richard Donner
1002,James Doohan
1003,Stephen Dorff
1004,Illeana Douglas
1005,Lesley-Anne Down
1006,Michael Dudikoff
1007,Patrick Duffy
1008,Olympia Dukakis
1009,Patty Duke
1010,Keir Dullea
1011,Faye Dunaway
1012,Adrian Dunbar
1013,Dominique Dunne
1014,Griffin Dunne
1015,Roy Dupuis
1016,Charles Durning
1017,Charles S. Dutton
1018,James Duval
1019,Shelley Duvall
1020,Bob Dylan
1021,George Dzundza
1022,Roger Ebert
1023,Christopher Eccleston
1024,Aaron Eckhart
1025,Barbara Eden
1026,Blake Edwards
1027,Nicole Eggert
1028,Chris Eigeman
1029,Anita Ekberg
1030,Britt Ekland
1031,Jack Elam
1032,Carmen Electra
1033,Bodhi Elfman
1034,Jenna Elfman
1035,Hector Elizondo
1036,Denholm Elliott
1037,Noah Emmerich
1038,Nora Ephron
1039,Adam Sandler
1040,Shelley Fabares
1041,Jeff Fahey
1042,Anna Falchi
1043,Debrah Farentino
1044,Dennis Farina
1045,Gary Farmer
1046,Mia Farrow
1047,Rainer Werner Fassbinder
1048,Marty Feldman
1049,Norman Fell
1050,Abel Ferrara
1051,José Ferrer
1052,Miguel Ferrer
1053,William Fichtner
1054,Chelsea Field
1055,Joseph Fiennes
1056,Harvey Fierstein
1057,Mike Figgis
1058,Albert Finney
1059,Tara Fitzgerald
1060,Fionnula Flanagan
1061,Sean Patrick Flanery
1062,Gary Fleder
1063,Ian Fleming
1064,Louise Fletcher
1065,Calista Flockhart
1066,Lara Flynn Boyle
1067,James Foley
1068,Megan Follows
1069,Peter Fonda
1070,Glenn Ford
1071,Claire Forlani
1072,Milos Forman
1073,Robert Forster
1074,John Forsythe
1075,William Forsythe
1076,Meg Foster
1077,Jesús Franco
1078,John Frankenheimer
1079,Dennis Franz
1080,Stephen Frears
1081,Matt Frewer
1082,William Friedkin
1083,Sadie Frost
1084,Mira Furlan
1085,Dan Futterman
1086,Eva Gabor
1087,Zsa Zsa Gabor
1088,Monique Gabrielle
1089,Charlotte Gainsbourg
1090,Peter Gallagher
1091,Vincent Gallo
1092,Mason Gamble
1093,James Gandolfini
1094,Victor Garber
1095,Ava Gardner
1096,James Garner
1097,Jennie Garth
1098,Rebecca Gayheart
1099,Ben Gazzara
1100,Jason Gedrick
1101,Sarah Michelle Gellar
1102,Susan George
1103,Gil Gerard
1104,Balthazar Getty
1105,Estelle Getty
1106,Brian Gibson
1107,Melissa Gilbert
1108,Annabeth Gish
1109,Paul Michael Glaser
1110,Philip Glass
1111,Jackie Gleason
1112,Scott Glenn
1113,John Glover
1114,William Goldman
1115,Jenette Goldstein
1116,Bobcat Goldthwait
1117,Tony Goldwyn
1118,Louis Gossett Jr.
1119,Michael Gough
1120,Elliott Gould
1121,Heather Graham
1122,Kelsey Grammer
1123,Richard E. Grant
1124,Rupert Graves
1125,Erin Gray
1126,Seth Green
1127,Graham Greene
1128,Lorne Greene
1129,Joel Grey
1130,Richard Grieco
1131,Thomas Ian Griffith
1132,Charles Grodin
1133,Christopher Guest
1134,Carla Gugino
1135,Fred Gwynne
1136,Lukas Haas
1137,Larry Hagman
1138,Alan Hale Jr.
1139,Anthony Michael Hall
1140,Kevin Peter Hall
1141,Philip Baker Hall
1142,Geri Halliwell
1143,George Hamilton
1144,John Hannah
1145,Marcia Gay Harden
1146,Renny Harlin
1147,Mark Harmon
1148,Valerie Harper
1149,Richard Harris
1150,Rex Harrison
1151,Debbie Harry
1152,Ian Hart
1153,Hal Hartley
1154,Josh Hartnett
1155,David Hasselhoff
1156,Nigel Hawthorne
1157,Sterling Hayden
1158,Todd Haynes
1159,Robert Hays
1160,Susan Hayward
1161,John Heard
1162,Tippi Hedren
1163,Van Heflin
1164,Katherine Heigl
1165,Brian Helgeland
1166,Marg Helgenberger
1167,Katherine Helmond
1168,Florence Henderson
1169,Jimi Hendrix
1170,Carrie Henn
1171,Gregg Henry
1172,Jim Henson
1173,Edward Herrmann
1174,Barbara Hershey
1175,Werner Herzog
1176,Jennifer Love Hewitt
1177,Benny Hill
1178,Terence Hill
1179,Walter Hill
1180,Ciarán Hinds
1181,Michael Hoffman
1182,Hulk Hogan
1183,Paul Hogan
1184,Hal Holbrook
1185,Tobe Hooper
1186,Bob Hope
1187,Jane Horrocks
1188,Bob Hoskins
1189,Whitney Houston
1190,C. Thomas Howell
1191,Ernie Hudson
1192,Rock Hudson
1193,Finola Hughes
1194,Tom Hulce
1195,Bonnie Hunt
1196,Linda Hunt
1197,Kim Hunter
1198,Isabelle Huppert
1199,Olivia Hussey
1200,Anjelica Huston
1201,John Huston
1202,Jim Hutton
1203,Lauren Hutton
1204,Peter Hyams
1205,David Hyde Pierce
1206,Ice-T
1207,Eric Idle
1208,Natalie Imbruglia
1209,Kathy Ireland
1210,Amy Irving
1211,Chris Isaak
1212,Janet Jackson
1213,Michael Jackson
1214,Peter Jackson
1215,Irène Jacob
1216,Derek Jacobi
1217,Richard Jaeckel
1218,Mick Jagger
1219,Brion James
1220,Jenna Jameson
1221,Marianne Jean-Baptiste
1222,Michelle Johnson
1223,Angelina Jolie
1224,Terry Jones
1225,Neil Jordan
1226,Madeline Kahn
1227,Janusz Kaminski
1228,Carol Kane
1229,Mitzi Kapture
1230,Shekhar Kapur
1231,Tchéky Karyo
1232,Lawrence Kasdan
1233,William Katt
1234,Julie Kavner
1235,Catherine Keener
1236,Brian Keith
1237,David Keith
1238,Sally Kellerman
1239,DeForest Kelley
1240,George Kennedy
1241,Persis Khambatta
1242,Richard Kiel
1243,Udo Kier
1244,Krzysztof Kieslowski
1245,Ben Kingsley
1246,Greg Kinnear
1247,Klaus Kinski
1248,Takeshi Kitano
1249,Jack Klugman
1250,Wayne Knight
1251,Charlie Korsmo
1252,Yaphet Kotto
1253,Kris Kristofferson
1254,Lisa Kudrow
1255,Swoosie Kurtz
1256,Emir Kusturica
1257,Neil LaBute
1258,Anthony LaPaglia
1259,Cheryl Ladd
1260,Christine Lahti
1261,Ricki Lake
1262,Lorenzo Lamas
1263,Martin Landau
1264,Michael Landon
1265,Nathan Lane
1266,Jessica Lange
1267,Frank Langella
1268,Angela Lansbury
1269,Queen Latifah
1270,Piper Laurie
1271,Martin Lawrence
1272,Matt LeBlanc
1273,Kelly LeBrock
1274,James Le Gros
1275,Cloris Leachman
1276,Denis Leary
1277,Mimi Leder
1278,Virginie Ledoyen
1279,Jason Scott Lee
1280,Janet Leigh
1281,Kay Lenz
1282,Sergio Leone
1283,Jared Leto
1284,David Letterman
1285,Barry Levinson
1286,Charlotte Lewis
1287,Jerry Lewis
1288,Jet Li
1289,Laura Linney
1290,Tommy 'Tiny' Lister
1291,John Lithgow
1292,Cleavon Little
1293,Robyn Lively
1294,June Lockhart
1295,Shelley Long
1296,Tina Louise
1297,Courtney Love
1298,Jon Lovitz
1299,Sidney Lumet
1300,John Lynch
1301,Kelly Lynch
